sha256	kept	removed	bytes
fe2cf28fc25a5bbba155febcbf102ecef092e63d8f20af18155a7ba23c22dbdc	30_Pharmacopoeia/Nutritional/glucuronide.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/glucuronide.md	1692
8c124f6d62ce476436ec7faf7b910100e98e3d8a5c54426ac17e3ba9eb09359c	30_Pharmacopoeia/Nutritional/Rd.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Rd.md	1738
5a7fbe0112e922ac982f2701e2aa82f0af56c8f010d1a56a3bc5084aa6bd5318	30_Pharmacopoeia/Chthonic/Hyoscyamus niger.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Hyoscyamus niger.md	1594
700f9d30daea95206a76518c160ade6b3c5d1316628b2516d33c4801c9083c32	30_Pharmacopoeia/Nutritional/lentianin Ôò¼Ôûô-glucan.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/lentianin ╬▓-glucan.md	1393
db2197f240dd573af9270e619846e3dbbb432c0c100d4f959bfd9b21a751ba24	30_Pharmacopoeia/Chthonic/Datura stramonium.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Datura stramonium.md	1645
5e752f3591a8472c030a39b69eb8742a8705f6f7ff1e7cbd866d19b1942ec48a	30_Pharmacopoeia/Nutritional/Pennisetum glaucum.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Pennisetum glaucum.md	1470
e9e81be920f62696b9a3d28c4c6683dbcc31da855e9a4a94917cb5adac4cddf8	30_Pharmacopoeia/Nutritional/Ananas comosus.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Ananas comosus.md	1399
08033add63a2d1491396d89faf259234f284014e344c2cc0abbf9dbcfc93c428	30_Pharmacopoeia/Functional/Divaprox.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Divaprox.md	1343
c3490c1784f2f1f227096499232aec5fe82354c291900133981e23a54e036f86	30_Pharmacopoeia/Functional/piracetam.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/piracetam.md	1592
7bc2d4b7a4bb826ac07da02c6355ee2aa25c764df6fc60a298ef546bb35b406b	30_Pharmacopoeia/Chthonic/Aconitum kusnezoffii.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Aconitum kusnezoffii.md	1543
7d33aead01da66a9c2dcd650458e9f199fc64a8492bca6ab7106becbebb9a3a0	30_Pharmacopoeia/Nutritional/Carotenoids.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Carotenoids.md	1777
3d22b7af591da6d75d33ec15de8c16b94bed4550a677d8b47b43e5694fd1aa0a	30_Pharmacopoeia/Nutritional/Bryonia alba.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Bryonia alba.md	1519
b64d36f771b63bf5ec1034cc93d2f4cf41f058acd2b70e6f915bc53ffd3b1b82	30_Pharmacopoeia/Nutritional/octopamine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/octopamine.md	1652
74089118191a9d7aa7c90c3ec239569b6579c3f795c6fffb43920c233d106f38	30_Pharmacopoeia/Functional/Astragalus membranaceus.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Astragalus membranaceus.md	1899
477f4b2b438e5f5e3abbc674bb316bb2cb6d7f64125cee418663bc7ff4fb3c69	30_Pharmacopoeia/Chthonic/Brugmansia aurea.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Brugmansia aurea.md	1581
3c843e2c9ae40c6fbad08de19ee28d041135b3e883fad512bbb42c4bbb7318c1	30_Pharmacopoeia/Nutritional/rosmarinic acid.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/rosmarinic acid.md	2087
418cc45a221ed54f201f4fb7b8104332d179682f277d812b4b76a55a4e981b01	30_Pharmacopoeia/Functional/Allylamines.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Allylamines.md	1337
8c30479b35983ea86bdc86973d22c92f0c746fec03a2f0ad0352a6ac1f4ea201	30_Pharmacopoeia/Functional/procyanidins.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/procyanidins.md	1676
d267622b925aa2ae00d5aad478dba72afc5d1ce4869e373e3ca8800400da75cb	30_Pharmacopoeia/Nutritional/thymol.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/thymol.md	1662
fa69c5ed4e1810b4ac3809fad560d371962a6004253e9cacb01dc85fa8e07343	30_Pharmacopoeia/Nutritional/zeaxanthin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/zeaxanthin.md	2052
c273e24398434666a700cde27fc93a2dcb07dd4ea0099df6b0b6f626fd06deb7	30_Pharmacopoeia/Nutritional/valerenic acid.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/valerenic acid.md	2104
75c15621dd35590187e220ceee8b68122d9ea7fdc3c47d2a438066aa7abaaf71	30_Pharmacopoeia/Nutritional/Withanolides (Withaferin A, Withanolide D.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Withanolides (Withaferin A, Withanolide D.md	1541
258e2b65cb58c12fe952b32a2b67cbd714bf89d228b215a6c5605d1e89837f64	30_Pharmacopoeia/Nutritional/Smallanthus sonchifolius.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Smallanthus sonchifolius.md	2039
eb700befb2e2e85c13c90219e6291286b4af88a19706d496d6072e0f7621cf34	30_Pharmacopoeia/Pneumatic/lysergic compounds.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/lysergic compounds.md	1461
b34f51fa80be235293d8b4cd38d80a2c1999e74bf1e0fecb73497f1682b50765	30_Pharmacopoeia/Nutritional/cinchonain.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/cinchonain.md	1693
630b04f8f1bdb3303f4f2485152b0edb5f5e3ff005485d26d684ef53a2555866	30_Pharmacopoeia/Functional/speciociliatine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/speciociliatine.md	1699
7fe237cb700b70fdc78f6f9ec9cc63e90fc8a97b7ea16c9547211a2bb620bb9d	30_Pharmacopoeia/Functional/Serotonergic compounds.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Serotonergic compounds.md	1523
5dadef66bc669a86a11f3f2baffd22ee21b80adeb720972c64e74765676a1dff	30_Pharmacopoeia/Functional/Cordyceps militaris.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Cordyceps militaris.md	1805
8d1e299b3ad2c8f006678a7b797ce09dd65d8872b54a7d2f2e1e02f72d78ed7c	30_Pharmacopoeia/Nutritional/ethylene.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/ethylene.md	1606
588d32c566b44f0c0c18dfd5c7af2a9daa253adf96cf81313e5202f20fd1064c	30_Pharmacopoeia/Functional/Cannabidiol (CBD.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Cannabidiol (CBD.md	1364
453a2ac26d9221a9c8254b98e0ecdc8cd89254fa86728cc2fc47e5b4de5768f2	30_Pharmacopoeia/Nutritional/Solanum tuberosum.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Solanum tuberosum.md	1734
988a3adb59e0d6f6d775e8a5625c8f66b35b6406c97f3fcc12da8b7cd676a97f	30_Pharmacopoeia/Chthonic/Brugmansia arborea.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Brugmansia arborea.md	1595
0898d594cb1162ccd0f8272dae8de578eb78d78225f85a4548e631665ede160b	30_Pharmacopoeia/Functional/anandamides.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/anandamides.md	1452
2aa7494b3516980bdbe73b6d38c19b70d0ecf6b65b3bae04e193dae30f07f623	30_Pharmacopoeia/Nutritional/pseudoaldosteronism.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/pseudoaldosteronism.md	1419
8810661a3933536587bafb78bf34147e4bbd8f3d491674f01ac917d150b821ef	30_Pharmacopoeia/Pneumatic/Trichocereus peruvianus.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Trichocereus peruvianus.md	1572
c46f58aa6fd3f901d1f4e0e19bafa1c4d131f280535027822b719bd2d75ae92a	30_Pharmacopoeia/Chthonic/scopolamine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/scopolamine.md	2118
41e0255639a7209faf92066f88f2f0bcd8c1433863d8ba46ed0d1a5383b49282	30_Pharmacopoeia/Nutritional/Akoniton lycoctonum.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Akoniton lycoctonum.md	1434
b9023cc698c7d0282575c4d7d2582a73bf6dba5b0ab6051bfa01478851aced6c	30_Pharmacopoeia/Nutritional/colchicine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/colchicine.md	1718
4e7ca2e6853a27160d472316cff24ed6f09dfc83ecb1688a55935f1582888916	30_Pharmacopoeia/Nutritional/Prunus mume.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Prunus mume.md	1378
b4ebb033e4b7a2d1761146dc36a783207ff332faea335ac52fa5df564a968580	30_Pharmacopoeia/Nutritional/Cuminum cyminum.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Cuminum cyminum.md	1908
8845deb055e3a7c10852eb8535e4486a5a7305227c3d65f7197ad27c96dc8e54	30_Pharmacopoeia/Nutritional/Schisandra chinensis.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Schisandra chinensis.md	1673
6baab6660189871c6af8231170be0b49a027a5e24fe9c608af931ca265c019f0	30_Pharmacopoeia/Nutritional/Artemisia afra.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Artemisia afra.md	1585
3f2db1d5595ed1c38d690e0012379525cf01fb97107f51405a7c1a67fa7f555b	30_Pharmacopoeia/Medical/Claviceps purpurea.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Claviceps purpurea.md	1675
556dc34ab22b1676c03268985ac46e43945d53fff9bb8d1a6e2f699715b9ae47	30_Pharmacopoeia/Nutritional/Harpagophytum procumbens.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Harpagophytum procumbens.md	1819
728cbbcb4bdbe8a74c54828455e94aac751ee6e05570027c2d7d2ce7c518ab0f	30_Pharmacopoeia/Medical/Ergot.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Ergot.md	1588
555062a91056654ccc9da51b68342947760ce6070098d7037444b48e5fc10e95	30_Pharmacopoeia/Pneumatic/Peyote.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Peyote.md	1453
db7c0b2d21881cd19f64e3fc9683f91e6e090138d430423b7df2ddb900737f71	30_Pharmacopoeia/Nutritional/Ôò¼Ôûô-ecdysone.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/╬▓-ecdysone.md	1667
99079866ef7c7c150b4ccf1f9e75aaf4f210af392114517fea9a69130e9b05a7	30_Pharmacopoeia/Functional/PSK.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/PSK.md	1356
828575ae318d41a3f0df32b753c909fe21c476d05a55da43e8c97904d80aa932	30_Pharmacopoeia/Nutritional/Aspergillus oryzae.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Aspergillus oryzae.md	1409
ab6d10c25fd9d81b3a5d00a090f53aa8ddb34991253de2c08709c56e3a31c29b	30_Pharmacopoeia/Nutritional/yerba mate.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/yerba mate.md	1353
50303640bc54f7c7bef2c0d478847777f71f68e4ef5f856650f1ec85380572fe	30_Pharmacopoeia/Chthonic/Aconitum lycoctonum.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Aconitum lycoctonum.md	1536
1c1a26be0a9df00898b4a47b83431e495cfbf5987666076f599c39698ee17cd4	30_Pharmacopoeia/Nutritional/mesembranol.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/mesembranol.md	2049
03bf56f001af1ead3f7340864d149fee63d3b03d6c1c9e3a514b3d541ed84b07	30_Pharmacopoeia/Pneumatic/yuremamine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/yuremamine.md	1700
32e624454002f235244049c9cc3d9c3bb62e8550d0380baf433964c70459ab5d	30_Pharmacopoeia/Chthonic/Datura inoxia.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Datura inoxia.md	1555
ed200bb38b3b5d59349d7d418e9cec3ced985735552325a365a041ea6ea5f4e6	30_Pharmacopoeia/Nutritional/Polyporus umbellatus.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Polyporus umbellatus.md	1472
0550f9d4d2cd057770a24fa12c1a3e1bf60072759c92ef095a8fb4826c410c7f	30_Pharmacopoeia/Nutritional/voltage-gated sodium channel.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/voltage-gated sodium channel.md	1475
cd065c9965da97d4e675a74d202c29b6b678b3a03444d2e9615f1c24b48a8cb6	30_Pharmacopoeia/Nutritional/lactucin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/lactucin.md	2021
0d39d7fbd68425a32063bfecda0cec99537b49c645f52becbfd07eeb8b0c8314	30_Pharmacopoeia/Nutritional/tetrahydropalmatine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/tetrahydropalmatine.md	1868
7afca68d17863164cab877342e11cc7428880419bf6f92788d0063e494c1ad61	30_Pharmacopoeia/Nutritional/Stachys officinalis.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Stachys officinalis.md	1800
a5146515a755d4037e93d5a52c523265f941539adcc0e25bcc474f68d5d43ad8	30_Pharmacopoeia/Functional/TMA.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/TMA.md	1307
7831ac366d78eb54ae5324ae80ac2835abd1ea37a8ddc094cc44b2db36050719	30_Pharmacopoeia/Functional/Lentinan.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Lentinan.md	1341
f36f3d16c812097cb978120d06dc3371c7c7b09d5b05154de31626bef36de787	30_Pharmacopoeia/Nutritional/AChE-inhibiting essential oil components.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/AChE-inhibiting essential oil components.md	1537
a2044aa7c98135545229bf64464ded84bf9a2b07be98e28f5f657069ede11537	30_Pharmacopoeia/Nutritional/Tamarindus indica.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Tamarindus indica.md	1960
47563712b47aec92c289cfea96c8f5e5912f4d81b3a5c55d95e4c01b5269cdd6	30_Pharmacopoeia/Nutritional/escin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/escin.md	2255
5c27efeeb2ec3a80fab78cdbf38f19fd7109e9252596d852a6a641d8eea706c3	30_Pharmacopoeia/Nutritional/Nepeta cataria.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Nepeta cataria.md	1741
6703f5998dff18df2738c0fba1df428c015ca0cb41f4882288dbe28bf4c8d5a6	30_Pharmacopoeia/Nutritional/diterpene alkaloids.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/diterpene alkaloids.md	1506
8ad55be36456127cae20f500e847d443d3fca6b2d620b1317bb266f6233267b8	30_Pharmacopoeia/Functional/catechins.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/catechins.md	1526
b042c7748bcf43bd89c4339832f570bbb04a0fb4830c6142062e2124ce148988	30_Pharmacopoeia/Nutritional/Origanum vulgare.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Origanum vulgare.md	1804
2bbb33ac28135d81a0a3751b206b8d36fd8c98ec8c9c1279792eedc2bfdf0314	30_Pharmacopoeia/Nutritional/Ptelea trifoliata.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Ptelea trifoliata.md	1562
213b1561f058ed44788196daa2fc82f26f3860d0d58bb48a328c31862b660dd3	30_Pharmacopoeia/Nutritional/withanolide D.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/withanolide D.md	1847
887d39f6189eaa3dfdc2926b6e1255ba0fa6a725aa73d366d0b1d183ee73ec5c	30_Pharmacopoeia/Nutritional/huperzine A.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/huperzine A.md	1756
4e5069accccbe0bd51ecf66322d284dec4a032bd66d6fba23e016041ca5179cf	30_Pharmacopoeia/Nutritional/Rhamnus prinoides.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Rhamnus prinoides.md	1463
aaacd5c8a6d8f990b47131170516d40cc125cffd04694d59b6d9af19e5cb61ca	30_Pharmacopoeia/Nutritional/Illicium verum.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Illicium verum.md	1923
d7193f1abd5fef31011b0c70143891df00523977076afbaa927ed6c36b1a49fb	30_Pharmacopoeia/Nutritional/Sceletium A4-type alkaloids.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Sceletium A4-type alkaloids.md	1621
5b930021f09b259303c192022a26bc0bf9b1c81c4c858557740f2f7e3517ef8c	30_Pharmacopoeia/Nutritional/Mentha pulegium.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Mentha pulegium.md	1406
65abb347cfb8b8fc2f3717e6b29532ced60e4041e018086fdfc5244a4593a849	30_Pharmacopoeia/Chthonic/Aconitum carmichaelii.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Aconitum carmichaelii.md	1550
8afed07684a29a1056c40a17c0f521c0cac5d226abc7928bb0e5b99e3af34a0c	30_Pharmacopoeia/Nutritional/hypericin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/hypericin.md	1818
285d3ca899304d4f2da2703d21ec7147308e64c17f6279abe294482b95c5d68a	30_Pharmacopoeia/Chthonic/hyoscyamine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/hyoscyamine.md	2087
2cc8b9d7b2ed21776911901ea4adbc0bc9cb3a2a4b021f0c57b023bfd2505a70	30_Pharmacopoeia/Functional/cannabinoids.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/cannabinoids.md	1403
a2674bd3c2258adb922cc223607f73a9cc8000c4b1da5a63b87af028a3edb150	30_Pharmacopoeia/Nutritional/jamaicin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/jamaicin.md	1781
379b2f9b09cb8b2a33ede4e95bb40cda379ed9fc374fe9f9a9f7591e9271ca4e	30_Pharmacopoeia/Nutritional/akuammicine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/akuammicine.md	1680
ae70edb8acc6cd1dcd594fb840ec46f6867db267f7b7e0df19148950330f38c6	30_Pharmacopoeia/Pneumatic/Calea Zacatechichi.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Calea Zacatechichi.md	1437
0f700bb4a9bee51299f88970d3b93773f0991747f990a75f0caee78e68f64984	30_Pharmacopoeia/Chthonic/Mandragora autumnalis.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Mandragora autumnalis.md	1566
0dca5731a572bf26c6911db359314493253f8d54928f29faa27c2baba12a8ec1	30_Pharmacopoeia/Nutritional/4-AcO-DMT.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/4-AcO-DMT.md	1655
8edc03d37da8025979401584587a538cec7979dca4e29cd34e410b3f97c86cc6	30_Pharmacopoeia/Nutritional/Aloysia citrodora.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Aloysia citrodora.md	1747
c120d3011276aef08053c45297f576eeebb5cd52621e167c23903c8391cf9f16	30_Pharmacopoeia/Nutritional/Pimpinella anisum.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Pimpinella anisum.md	1918
c17f2626de9aab444627ef9111814bc725ad3b74a1c1051509326a384349664b	30_Pharmacopoeia/Nutritional/ricin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/ricin.md	1331
424d9a54975c86af5ff4e6b38755c67b0953060574897e7d7b99fe25f0f25b23	30_Pharmacopoeia/Nutritional/Viburnum opulus.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Viburnum opulus.md	1635
d0a5aaacd9bb3754508ad4a4ab2458ae3807522a9ff4337edfea9efca6c03e15	30_Pharmacopoeia/Chthonic/Belladonna.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Belladonna.md	1583
93568d17b6d9a8d54373826792de32a9a0773d89820523256fed269f6455d07d	30_Pharmacopoeia/Nutritional/Populus tremuloides.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Populus tremuloides.md	1676
11bbef99f236a372dbea68fb8a431d732ae3062e2d245014762e372464527c4b	30_Pharmacopoeia/Nutritional/vasicinol.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/vasicinol.md	1663
bc8edbb5a7f506a0aa9f655766802f583dab7ef4f44277b3adc1b152ba6dbab1	30_Pharmacopoeia/Nutritional/salicylic acid.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/salicylic acid.md	1918
d9bf6674a81844b053cc04c8ec697b4dd0c10a7febefbfe3ea6717fdfb25d1e8	30_Pharmacopoeia/Nutritional/Phyllanthus emblica.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Phyllanthus emblica.md	1838
407c574f489614847dfd60a4b0b5c94575c84bc2ff7fbb8aee5a6e60eae5a9fe	30_Pharmacopoeia/Functional/Vitamin D (D3 D2.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Vitamin D (D3 D2.md	1380
ad81f28fc87176123a7f64c132d7ada3a30b19153b127e52414b5dec4661ad4e	30_Pharmacopoeia/Nutritional/Duboisia myoporoides.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Duboisia myoporoides.md	1755
7073705136a7b699428a66db352990440315db87e8d8d247e505b295498eb568	30_Pharmacopoeia/Functional/esketamine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/esketamine.md	1706
d367615989b3ea24fe6a2a4a89719049478dcbd11ce6946251cd83d3ff160c32	30_Pharmacopoeia/Functional/diamorphine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/diamorphine.md	1677
7b21d2d85098d4af238c1ad5d7fe7fdac053779b312b592b9bcaa7b64ba74f8d	30_Pharmacopoeia/Nutritional/Phoenix sylvestris.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Phoenix sylvestris.md	1427
3d91303601de5d3b3970afdc33103b0506c19d17aae6eaeff76b879abb3fa013	30_Pharmacopoeia/Nutritional/Lobelia inflata.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Lobelia inflata.md	1642
96990f3444143c8128d3e9a96c9cdb919a23e6f8a5c2d308dae80a7492238f2c	30_Pharmacopoeia/Nutritional/notoginsenosides.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/notoginsenosides.md	1766
5f1cd57c2ca25acd047cec72f767d77caed118210fb2a3b18d3df7a4af3a2c2c	30_Pharmacopoeia/Nutritional/Pachymic acid.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Pachymic acid.md	1756
7d675b373874e5d13d59e21f5b32d2b9123a9d0239bfab7203fc9b04faadd189	30_Pharmacopoeia/Nutritional/madecassoside.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/madecassoside.md	1998
6088e43da74c4336fba6069fc7bd95f97ae5a6b68694d2c728fd892aae50090f	30_Pharmacopoeia/Nutritional/lactucopicrin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/lactucopicrin.md	1751
2f34799f40afac1af0a9a7f9d7a91eec0c59df370b099f86bc9134737df659dd	30_Pharmacopoeia/Nutritional/puerarin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/puerarin.md	1755
d60092b326842c3ef2857302d69441dd32d0d02ff065aa7ae94b4dab6947a1f2	30_Pharmacopoeia/Chthonic/Aconitum napellus.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Aconitum napellus.md	1594
eaa9b5825870dbbfc174dda9da44b68ddfb45e19750960659699fcdb6a026f70	30_Pharmacopoeia/Nutritional/Zea mays.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Zea mays.md	1357
f8b0e720a8b94da4599f2a87e2318969e511d2c54f9e6d8c41c09057dff6b25e	30_Pharmacopoeia/Functional/glutathione.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/glutathione.md	1762
b5037229e1b03dfad1017876f47d37e74b124019b82a6701c7584aa241d1de1a	30_Pharmacopoeia/Nutritional/quinoline alkaloids.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/quinoline alkaloids.md	1829
f6bcbcf0e2d583efad44a7513d67cfa3dd0bb80cf6033bc312c4317467efe69d	30_Pharmacopoeia/Pneumatic/safrole.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/safrole.md	1575
c9e3317feff724f8e7619143b6326c2499cd4c78b9da0d34128a6e86c9ebed43	30_Pharmacopoeia/Nutritional/Menyanthes trifoliata.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Menyanthes trifoliata.md	2003
18ecc3b409b276700fe72b8a8f3917c5b20526820b3b63470339b19df0d2c459	30_Pharmacopoeia/Pneumatic/Diplopterys cabrerana.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Diplopterys cabrerana.md	1627
bb39c9b5b9c5ce256585a5f9ef66f69e924c5b85b752a5d6317efad941673c59	30_Pharmacopoeia/Nutritional/geraniol.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/geraniol.md	1602
3e6d38e2fa89e9e83d66a33c4a932f3ca23bf6ea3d47013b5218d89502342828	30_Pharmacopoeia/Nutritional/reserpine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/reserpine.md	1748
34261b25a2530ac9c850108fcd95611f49c0cf2ad84963315b09ab11a88f044d	30_Pharmacopoeia/Nutritional/Tremella fuciformis.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Tremella fuciformis.md	1717
f063f315b404fa0730728810d1126a336ebf651a70489a9e2ef4d2364c871e90	30_Pharmacopoeia/Functional/Ginkgo biloba.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Ginkgo biloba.md	1601
9d90093350f8163ef7b40cfadee055640f1e2f35ac43e60f6264db706c1f8641	30_Pharmacopoeia/Nutritional/Angostura trifoliata.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Angostura trifoliata.md	1794
e5eca9eff1074010cced3e04461de40909930e10d14fabf213acd7fbcee2c7da	30_Pharmacopoeia/Nutritional/ajmaline.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/ajmaline.md	1738
