sha256	kept	removed	bytes
377184580e998512e467dc155ce02ff99cd0bc446d1e6dbe7ae67c5923b06bf6	30_Pharmacopoeia/Functional/Aconite.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Aconite.md	1603
d30f356f5f9d59b107281b2d044299db73be350dc8b00e9534cb41b64c89bbd9	30_Pharmacopoeia/Nutritional/sabinene hydrate.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/sabinene hydrate.md	1676
66b381f2de340d7bdd3b2e0783d43327ed4d4a8508b0fca682fd2831cbf589c1	30_Pharmacopoeia/Nutritional/tropane traces.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/tropane traces.md	1369
30908f162c9ea778d28441f710f5425f3497a9240bd6b1ec2933b7abdf653c52	30_Pharmacopoeia/Nutritional/polygalasaponins.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/polygalasaponins.md	1629
d02c1beee62f633231f5be828c2519beb9da0455bedd2f311c844acc4b732416	30_Pharmacopoeia/Nutritional/escin saponins.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/escin saponins.md	1476
68122e687acafd6addfdcb748602fce2dffa7775c0dac1f502fc76bb6fce691d	30_Pharmacopoeia/Nutritional/Quassinoids.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Quassinoids.md	1548
2b1b671a6ecf585012c693721890d234f852145900bd9c90abeb353a1292d4df	30_Pharmacopoeia/Nutritional/glycyrrhizin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/glycyrrhizin.md	1834
b52f9ecb7c6bca9a90e0c6ac503d130b10edb883f83656fa3a4e54e9c0cb116c	30_Pharmacopoeia/Nutritional/valeranone.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/valeranone.md	1722
6fc70be4c8dd127b3b725deb4c28b7c8e4ee2d6d8c86f7b21e33d331af4abbba	30_Pharmacopoeia/Nutritional/bacosides B.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/bacosides B.md	1424
340e082d3a2eb45ffa9b57a58da8d178807b8552c68ebf0b19460dbf62a4bb62	30_Pharmacopoeia/Nutritional/Foeniculum vulgare.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Foeniculum vulgare.md	1766
972e6a3fa73bf693f5f6d96a6c26a964b3cf086669d48cb4dc1347eff8b2c72a	30_Pharmacopoeia/Functional/Kava lactones.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Kava lactones.md	1349
364e322bb22718965eb59bba5db1fad538074d454ad14690391b53edcbbf4be0	30_Pharmacopoeia/Nutritional/Gaultheria procumbens.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Gaultheria procumbens.md	1657
47f590f407f0aab963c49653108aec12c286c1f1e4ebd887d2264327b4fa5718	30_Pharmacopoeia/Nutritional/GABA.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/GABA.md	1611
78d07291baad84603e91ef3e28647dbf8d73443dbb8e141ec13f580635fa628d	30_Pharmacopoeia/Functional/NSI-189.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/NSI-189.md	1744
9caab6408deba2ad0cf622b4e4b493c5b54af85274fbadfb8753ac3302dc381c	30_Pharmacopoeia/Chthonic/Henbane.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Henbane.md	1584
e503608772b70e61eb5948f5864bde521b1de4d97d06327ead1e620b2eafd29c	30_Pharmacopoeia/Nutritional/inulin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/inulin.md	1692
5f48c93a858e9329dc6b5cb88db28c3686bce46c1c657d7937bc2b450d29cecc	30_Pharmacopoeia/Functional/Acetylcholine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Acetylcholine.md	1646
fd72c264581fc94ff1f83acd77ff0baeaa505ca76bc84709338e0607667f80f8	30_Pharmacopoeia/Nutritional/gesho.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/gesho.md	1321
784a80f9596ef1b58e23e1162a8facc56c2d7a1cdd8955b812ccfdf2dafa1552	30_Pharmacopoeia/Nutritional/Matricaria chamomilla.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Matricaria chamomilla.md	1982
f67e2cccec091f929df3d8bbb80f356dd89db1d38a43ca2466d9382ce501bc83	30_Pharmacopoeia/Nutritional/L-methylfolate (5-MTHF.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/L-methylfolate (5-MTHF.md	1404
9d987f33d94f57861c159d9dc7131dc11c9ab897d3be3d4d4956ffecae7556f1	30_Pharmacopoeia/Nutritional/not specified.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/not specified.md	1371
77f2c38a6e57dfd614c46ead6ec70bb6e5f5bc329cf8bcf5c81764658e33d633	30_Pharmacopoeia/Nutritional/GABA-T.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/GABA-T.md	1325
45c503c9b4c7506ee67b641cfa5c097f5b501b856861e7bba2e33dad043a5306	30_Pharmacopoeia/Nutritional/Copper.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Copper.md	1497
362c7ab9968484dd1c61eecbc3b54076ebd96b825035aa77a369769749316d57	30_Pharmacopoeia/Nutritional/Tilia cordata.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Tilia cordata.md	1918
acdf2efae540920c9c6a24678d277c5211d9a5effa6eedc5d095b7c065ea1bf1	30_Pharmacopoeia/Nutritional/amarogentin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/amarogentin.md	2104
49d8f0f7d3a5c2a1c7ac51e76322baa6938b23a657c0992ecdf040108112697a	30_Pharmacopoeia/Nutritional/Krill oil.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Krill oil.md	1345
ba379875607b6fdffba060fb173ebef858b3daffe585578524b986e7fa3fc910	30_Pharmacopoeia/Nutritional/Acorus calamus.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Acorus calamus.md	1753
06ee4041659421bcf4f914d3e7a364934676f07ce38ff03dbebb06b61d545be5	30_Pharmacopoeia/Nutritional/valepotriates.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/valepotriates.md	1760
f9aed7814d209001a1dfeab59fbfc444c117daec8f7ccf28b743651a10c36b57	30_Pharmacopoeia/Nutritional/ginsenoside Re.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/ginsenoside Re.md	1943
1cee688fcdbe7f0ee05e7a58ec49fa6c5d2fc2d2a0946be11a34c4c28d1add51	30_Pharmacopoeia/Nutritional/Platycladus orientalis.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Platycladus orientalis.md	1935
56337b6fe1c3910b81fef3d425ce139577e398e8f1cb32a06bb67ddc5c56a1b3	30_Pharmacopoeia/Nutritional/Dihexa.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Dihexa.md	1743
402009512a53bc9185ba4559c67cbb0bfcabc71e9f495cc836975b87eea88da6	30_Pharmacopoeia/Functional/protein-bound polysaccharides.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/protein-bound polysaccharides.md	1562
4c7d5a3a93c8ce565ff33ab9b681b119dc821d1e10b12b890b0b597b4e9c87c3	30_Pharmacopoeia/Pneumatic/Mimosa tenuiflora.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Mimosa tenuiflora.md	1675
e05a55e1bb2fddb7d06dd7ca64883e1ac2cd439a673b56b894c76c72e275467e	30_Pharmacopoeia/Nutritional/lycium polysaccharides.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/lycium polysaccharides.md	1591
9f4e6acde94ad55113991ea4f5f62de780068e02f8e7a780cfe4a0abaa2df4b0	30_Pharmacopoeia/Functional/Ôò¼Ôûô-glucans.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/╬▓-glucans.md	1397
016c1e7128228412737110ad60748fd803eca4651277401d8cadc3f228d65f7f	30_Pharmacopoeia/Pneumatic/Sinicuichi.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Sinicuichi.md	1601
f0a8bf9701b5d7f7a319cf0caa0d5c0772bf886ff467cda6d50631147a1fdab7	30_Pharmacopoeia/Nutritional/Nardostachys jatamansi.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Nardostachys jatamansi.md	1951
59b18278a846d7b4834c9e77752449875d3989b8582e24c3f8025b369fa55417	30_Pharmacopoeia/Nutritional/EGCG.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/EGCG.md	1806
80761c2afebf2f1ea77bb9f056ae581b81417d85d96507233460f1e62104ee33	30_Pharmacopoeia/Pneumatic/taltirelin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/taltirelin.md	1666
52b10d03182e27927e44101f000deb3db9cac405f9e67cb758a23a3d92247ba7	30_Pharmacopoeia/Nutritional/yangonin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/yangonin.md	1849
080624ce58c0541c18b649e3efe41493eaaad25a49b473e1cbb148eb777a1199	30_Pharmacopoeia/Nutritional/Sceletium tortuosum.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Sceletium tortuosum.md	1925
557cb670094c30f5c8688bf1fb168a3df277fd435aaa70f157eb10aad82f873c	30_Pharmacopoeia/Nutritional/3-isoajmalicine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/3-isoajmalicine.md	1720
c7bca1316243fdf4ac22e806689cd8cad7a1a810d83da3893f3a941c836f547c	30_Pharmacopoeia/Nutritional/methylene blue.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/methylene blue.md	1704
f5bd369be4f345a38e785102b87dfdf2c1a1a69d0b64b496ab507e1b0e76dfb4	30_Pharmacopoeia/Nutritional/triterpene glycosides.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/triterpene glycosides.md	1563
bfac38b595a0df094811b4d00baa5cf7cd3c253db05620fc9fa86e5fd73733b4	30_Pharmacopoeia/Nutritional/arctigenin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/arctigenin.md	2068
c094171fb29cd6bc4bf978c86c264b8d71e149bd5bfc07cd0d015c0d8af39d8c	30_Pharmacopoeia/Nutritional/yohimbine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/yohimbine.md	1873
f90110bbe719f64c75f476c7bc1d8c0c328abf7fccf876cc5948890c8ed52c3f	30_Pharmacopoeia/Nutritional/rhodiola.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/rhodiola.md	1341
af02a6d2119734b7e1c1ed6e20c557aaae7b60fe37ce607e0c6515bd3c4bfeb1	30_Pharmacopoeia/Functional/homunculus.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/homunculus.md	1401
9d024e39c16e68543099eb1f36817795c62e3818fee854cb7add80385d147733	30_Pharmacopoeia/Functional/CBC.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/CBC.md	1644
396adb45e72eb50809c8d29a4ce5c6edeb310c6cca5f2c47c2d95d207fcb5aed	30_Pharmacopoeia/Nutritional/Quassia amara.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Quassia amara.md	1890
d1c9391e866ec003b588b888f94a550c39a625cdb56344e6f47fd183be0c2cff	30_Pharmacopoeia/Functional/Phenethylamines.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Phenethylamines.md	1481
99a2abde6ab4f4cde11c58d929c7888aa54f950d321d5305e5fa6f9e4eee2d6a	30_Pharmacopoeia/Nutritional/Clitoria ternatea.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Clitoria ternatea.md	1717
7cfa73b56720bd737ff5bb0e2176f44beb37b05332cac896047983be2d9776f6	30_Pharmacopoeia/Nutritional/cytokines.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/cytokines.md	1343
58fcd7fd7b146ff7563462600e08008fa83fdffbe9afc68beaca4ac15786ed31	30_Pharmacopoeia/Nutritional/Vitamin B6.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Vitamin B6.md	1916
b97e20b15e187c43c943981ca726fb0e08f0364b2191abcba019054ee08cb04b	30_Pharmacopoeia/Pneumatic/armodafinil.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/armodafinil.md	1619
7f7b87802a9c878d735876daede1a7dea96d44f89dc36e13103969869dae6b5e	30_Pharmacopoeia/Chthonic/Datura kymatocarpa.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Datura kymatocarpa.md	1590
5fb26539753967b660e540da2119cba50032b2693b0df50bda19ae8a8bc05fe7	30_Pharmacopoeia/Functional/Tobacco.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Tobacco.md	1479
b96e2256548db10f60bf4139be744434edc179a440ce02b3f1a4895cfa7900fa	30_Pharmacopoeia/Nutritional/Vitamin C.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Vitamin C.md	1861
7272266b8e1b98e376db95e6ebaf03aa8e534f4be8058b44e772c4b34fae10be	30_Pharmacopoeia/Nutritional/DL-phenylalanine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/DL-phenylalanine.md	1621
de9e9e154c57348870d9ea34618034a79f0ba417d72cc9146cb355fe39ec8b3f	30_Pharmacopoeia/Nutritional/bisabolol.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/bisabolol.md	1731
968fea034211d0e9d5daea75613e9b24d13d77150321bbfb6e0fac4bc0406b45	30_Pharmacopoeia/Nutritional/CX-717.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/CX-717.md	2169
d237f9ff139836dde0c087aa80287d887455876e933dff9e21d12599dcb314c4	30_Pharmacopoeia/Nutritional/diosphenol.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/diosphenol.md	1655
efe99ef3252e354db8a104e3e59b56586a3a4c1ca358adea7a02956a4232ca8b	30_Pharmacopoeia/Functional/gamma-hydroxybutyrate.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/gamma-hydroxybutyrate.md	1615
4018e483d81c61eab546fa0a665e5a8c28db11fffbc492ecfcf9810f07408ecc	30_Pharmacopoeia/Nutritional/akuammidine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/akuammidine.md	1709
967eb58a633636088ad60abbeef760b37d231d9701587776758f63dc9fa7cb41	30_Pharmacopoeia/Nutritional/Schisandrins.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Schisandrins.md	1375
e683fe92f683dacc86213d0ff641ac58b7cd2d65f80493862d77ab810467a914	30_Pharmacopoeia/Nutritional/Tynnanthus panurensis.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Tynnanthus panurensis.md	1448
01609c8d2dbe92d45f3345859803d38b189d719eeaaf268417fa1432053367c5	30_Pharmacopoeia/Nutritional/Ilex theezans.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Ilex theezans.md	1807
a4599bdb0b36915e4de029ae3e636cac32606084400686a1e66fde2b9b70c6e5	30_Pharmacopoeia/Nutritional/podophyllin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/podophyllin.md	1792
77a2d3a19b3ad9db30d630c9cf90616adaf9adb5587931da402ef2b5e838e72c	30_Pharmacopoeia/Nutritional/Chamaemelum nobile.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Chamaemelum nobile.md	1793
9b67a7b951130524ba63934157b280bf8d392b2a5ae45b21aaacf00ea1494216	30_Pharmacopoeia/Nutritional/Zingiber officinale.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Zingiber officinale.md	1936
bb2f39755c1b74e0ee7978a2413ce93a359392068afdbe6a0182cb65615ed780	30_Pharmacopoeia/Nutritional/carvacrol.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/carvacrol.md	1682
d449e569a9edf38e985255c0d32615fa01d2d4ba3c051fadc98f3bd0fa9c24cc	30_Pharmacopoeia/Chthonic/Atropa pallidiflora.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Atropa pallidiflora.md	1534
80ad286af1fed63d87e2b07b0c0c358de73f149c6e73996b30526e7781c995d4	30_Pharmacopoeia/Chthonic/coniine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/coniine.md	1600
42233258f454057d9f4afcd6b298c0cc68c17063bbbd7a042da86dab34d11581	30_Pharmacopoeia/Nutritional/B-vitamins.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/B-vitamins.md	1371
180f2d1719f3b1362173a696508b961c83a5e8386408cc7c27a5c03ea0d4c647	30_Pharmacopoeia/Nutritional/apigenin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/apigenin.md	2007
6ff577e459907ce635c5a6d6cbd8862c07c099748063a3808ea4f75f520e6008	30_Pharmacopoeia/Functional/cordycepin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/cordycepin.md	1757
17fe51aa05f45c938644f7dde3796b27e7f2b640420e504f38a96a792fcaa40f	30_Pharmacopoeia/Nutritional/nicotinamide mononucleotide.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/nicotinamide mononucleotide.md	1852
e4ee8ddc955f30f6939aa96161ced16fd284d57ff21388edee0f33f50a9d2f29	30_Pharmacopoeia/Nutritional/Pelargonium sidoides.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Pelargonium sidoides.md	1691
f54c9bfa3e2c43eb2ca6e8915e6b53175f745dc03c5e9b1fc605861264324a4d	30_Pharmacopoeia/Functional/harmalol.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/harmalol.md	1671
9a830979127124729e3337e3fbe39e6dac189c75ce9558628b24c480e5792628	30_Pharmacopoeia/Medical/codeine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/codeine.md	1769
f87d31b1b72ee26aaaf66afec493a6b81fee091ea472b40198e0e14c5bc6e3d3	30_Pharmacopoeia/Nutritional/dexmethylphenidate.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/dexmethylphenidate.md	1684
ffb859feffed9338fcde1abe68b794f2c7ab37052922a45c14dcc3295afce2c3	30_Pharmacopoeia/Nutritional/quercetin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/quercetin.md	1757
7656d4dace761c40a50c4807afbc700aac59809d1615704c4ae9b33e7473d6f4	30_Pharmacopoeia/Nutritional/2-methyl-3-buten-2-ol.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/2-methyl-3-buten-2-ol.md	1839
234f3c8ceb46ae7559c1805c52e7eb8964c28bcbb7374cc20e3f12a61c62ead5	30_Pharmacopoeia/Nutritional/Hordeum vulgare.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Hordeum vulgare.md	1449
d8cdeedf9ab0030c651f855d97dfa672c61ae3ce3c972841d1cb97a4baa054dd	30_Pharmacopoeia/Pneumatic/lysergic acid amide.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/lysergic acid amide.md	1817
2796182fdcf517b97412f7ece31acfcd9439e4998246f05ba498b9400a7996d4	30_Pharmacopoeia/Nutritional/lupulone.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/lupulone.md	2020
1dc880af9258a962c99bbf262acaf9c39000ab073bef58b4fb9cbae29a24e0ab	30_Pharmacopoeia/Nutritional/steriodal saponins.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/steriodal saponins.md	1500
da0aed8cc1d625aa301df81f5a3aac366a1185aea2aecc63ea2acd64f6cabb3c	30_Pharmacopoeia/_By_Structure/Isolated_Compounds/Thiamine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Thiamine.md	1849
77c2887320f1fa018f7ae43bad137920c3b34c079f1ea44ebcef9f287f83bead	30_Pharmacopoeia/Functional/LSA.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/LSA.md	1985
f0aa6821ab114ffc13fd522368ecd019afc3793b469cb92f56f1d2cd04d962d4	30_Pharmacopoeia/Nutritional/Piscidia piscipula.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Piscidia piscipula.md	1864
790614a4e436aad72147a3e44ffd8574645dd7509e48cf36545f6034b8743f38	30_Pharmacopoeia/Nutritional/ligustilide.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/ligustilide.md	1867
39ab5de63fd6c95814b07ec89b349d3e104a3d9ad0570e68822dfb6dfd0a8cac	30_Pharmacopoeia/Nutritional/podophyllotoxin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/podophyllotoxin.md	1821
9f3111b92bc43a83ac7b14d0d6b67c288e93dc48f931e8925b0cced826695a4e	30_Pharmacopoeia/Functional/betaine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/betaine.md	1583
4cbe2630d3a1a387883d094af80ba2f79bf6854f5090c4dc1a638329927671f3	30_Pharmacopoeia/Nutritional/Handroanthus serratifolius.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Handroanthus serratifolius.md	1883
f9a5375b5a946b4a2b224fd04de2da7f89116cd643cefd336f032ddee5a8ed5d	30_Pharmacopoeia/Nutritional/akuammiline.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/akuammiline.md	1700
4e85a7c40bc8d6c02ee52ccfd57c51d572ea75fefa499440eee9fd1e47bccaaa	30_Pharmacopoeia/Functional/pseudoephedrine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/pseudoephedrine.md	1688
f79b850d680992f6623fa10d96c76f905e81f143a670ac1508688cd9f9ff882d	30_Pharmacopoeia/Functional/Nicotiana tabacum.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Nicotiana tabacum.md	1707
57f9f0926935c531c77c355078fc2639c85f2fd503a261d695f13bc2b4e52513	30_Pharmacopoeia/Nutritional/p-synephrine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/p-synephrine.md	1680
c9c2db3654a7f17a9aa9727e5d41ae8bb62af06bdb4e0142a466c0649f43f5fe	30_Pharmacopoeia/Nutritional/Arctium lappa.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Arctium lappa.md	1764
1281b2921e857fe8ca676610a29a864453b192e1267623edfd9dc92452b6f169	30_Pharmacopoeia/Nutritional/Vitamin B6 (pyridoxine P-5-P.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Vitamin B6 (pyridoxine P-5-P.md	1520
34927b0040a5ad10b06651d9b5d9de8e516d841d4ced661fcce8c10c9c467bad	30_Pharmacopoeia/Nutritional/Coriandrum sativum.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Coriandrum sativum.md	1821
3586ca265560d0560b26fbe41446d35b52334eeeaa397495b6bcf03937845177	30_Pharmacopoeia/Chthonic/hellebrin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/hellebrin.md	1865
98e976ff56938806342d5930a5bfd97d771a991d299d44d0446bd5b8b39483a5	30_Pharmacopoeia/Pneumatic/deschloroketamine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/deschloroketamine.md	1657
0b8adbfdc313b935f7b3cf714c0c7c9fef4ef605c544fb81cf357aa239692cd8	30_Pharmacopoeia/Nutritional/Ilex kaushue.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Ilex kaushue.md	1748
08569b9baf3428a37836332bc52a7ec68d49361f3ceadb34a20893662f385940	30_Pharmacopoeia/Nutritional/Atractylodes macrocephala.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Atractylodes macrocephala.md	1903
02ebb75cf548bf89843c00f8c152adf86b5dc7ba3d3dabec0a12d6fa3776c7f2	30_Pharmacopoeia/Nutritional/asiaticoside.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/asiaticoside.md	1986
f047bf7f815eaec4998024cd011157d2a610228969a0413fd8cd4d078712d35f	30_Pharmacopoeia/Pneumatic/myristicin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/myristicin.md	1613
07b74ee1a3ee026422a4c4501fd2f4894e010e00515113752ac063bb34b142b8	30_Pharmacopoeia/Medical/Cinchona officinalis.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Cinchona officinalis.md	1671
8f6d0abae57cdcf0f57dcc666136e01199385f2a3a4ae0b7ac4725dcbd1d2662	30_Pharmacopoeia/Pneumatic/lythrine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/lythrine.md	1714
44e762afff785e50882f3e30464fcc3a39b2a93e61affbca7c33f2c4b629d807	30_Pharmacopoeia/Nutritional/Galipea officinalis.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Galipea officinalis.md	1787
04be9a26e94d33e6ccc7a29affa963694c6830ee3152a8b3de55c96d540566cf	30_Pharmacopoeia/Nutritional/ascaridole.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/ascaridole.md	1653
cdc0f02378ebcc52cd02aede33f4ff811a7c91f1f5c4877faa4657c234fc9a36	30_Pharmacopoeia/Nutritional/Galanthus nivalis.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Galanthus nivalis.md	1524
591fc88917928b058f772d3b481717a2f552f2ec64862417a67ac0ef6f61bbf7	30_Pharmacopoeia/Functional/ETH-LAD.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/ETH-LAD.md	1745
9dfbe7ecade39063803d91232c402fb22cd02c9008a9ac0e310075b3ded69900	30_Pharmacopoeia/Functional/Psilocybin.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/psilocybin.md	2044
464d11bef9ee9ca6e00980034aa8f7bcee802f2c05b64bba144c230d626cae69	30_Pharmacopoeia/Nutritional/polysaccharides.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/polysaccharides.md	1533
26679d92bf0bae4aa9c51d2243c6afcfdb6665c338af2e8e04e2d8a54cb0fa6c	30_Pharmacopoeia/Chthonic/Mandragora officinarum.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Mandragora officinarum.md	1623
367284eb85e9f24df8f9b6ac0379d0754086fb36918c25e01639be91dc9237f0	30_Pharmacopoeia/Pneumatic/Ipomoea tricolor.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/Ipomoea tricolor.md	1716
ab7873c295d88e9baa7d55b91c697736e519b9141707ee7a69affa80e2d54c15	30_Pharmacopoeia/Functional/physostigmine.md	30_Pharmacopoeia/_pharmacopoeia-vault/Manus Compound Notes/physostigmine.md	1727
